Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Rating
312.0,application developer,LinkedIn,2305994392,ODM Senior Developer - Amsterdam,PYms6irLQYS874IIpiLM2w==,IT recruitment company,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Financial Services']","Functie ODM Senior Developer Aanvraagnummer 93534 Expertise IBM ODM, Java Regio Amsterdam Startdatum ASAP Duur Vast dienstverband Werkzaamheden, , In the framework a large project connected to internal process review and automation, we are actively looking for a Operational Decision Management ODM Senior Developers, , , , Reporting to the Program Manager, the OD, , As a real technical team leader, heshe will be in charge of a team of developers, making sure the developments, test  validation steps are correctly and efficiently realized, , Heshe will ensure the team has the right level of information and training to deliver the development on time and meeting the quality requirements, , , To take the lead of this challenging project, we are looking for a senior profile, with proven experience in Java programming languages",Full-time,https://www.linkedin.com/jobs/view/externalApply/2305994392?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D4dcc43a73677%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddccadceadd8addbddc9dddaadfgdd9adddfdda3de9cdc9fec3ddcg3e&urlHash=k3We&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/odm-senior-developer-amsterdam-at-it-recruitment-company-2305994392?refId=b21deefd-5da3-440f-84a6-491566df9b88&trackingId=PYms6irLQYS874IIpiLM2w%3D%3D&position=12&pageNum=12&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
314.0,application developer,LinkedIn,2326705760,Lead .NET developer international firm | Amsterdam | .NET Professionals,CHh7IK+6CbD1yr5r4ITsNg==,Technicusnl,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","Vacature van NET Professionals, locatie Amsterdam, , Are you an experienced NET developer with lead skills, and open to new challenges Then our client in Haarlem has just the right job for you Our client is located in the historical center of Haarlem and is very successful in the fulfillment of airline tickets and, wholesale of flight tickets and other related products such as the development and distribution of travel technology to online travel agents, , As software lead developer, you will be responsible for the alignment with technical architecture and technical design of the software You are part of a bigger group of software architects, lead developers and functional analysts and together you make the decisions and set priorities The team works with AgileScrum and you will have a key role in realizing deliverables, build on the existing platform and brainstorm about innovations that will help the company further Moreover, you will have a development team in India assigned to you and you will work together with them and perform quality assurance In a way, you are the linking pin between the developers and the architects and the functional analysts, , The software you create is of strategic importance to clients such as KLM, and the focus of the job is the business service layer, the business intelligence and supplier connections such as airlines, car rental and hotel providers The company continuously invests in new tools to support development and deployment, , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2326705760?url=https%3A%2F%2Fwww%2Etechnicus%2Enl%2Ftechnische-baan%2F90_268895_lead-net-developer-international-firm-amsterdam%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dict%2Bamsterdam&urlHash=-bDn&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-net-developer-international-firm-amsterdam-net-professionals-at-technicus-nl-2326705760?refId=b21deefd-5da3-440f-84a6-491566df9b88&trackingId=CHh7IK%2B6CbD1yr5r4ITsNg%3D%3D&position=14&pageNum=12&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
338.0,application developer,LinkedIn,2257706006,Lead .NET developer international firm | Amsterdam | .NET Professionals,tWfnWmP24JtAAiPAWBiqow==,ICTerGezochtnl,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","Vacature van NET Professionals, locatie Amsterdam, , Are you an experienced NET developer with lead skills, and open to new challenges Then our client in Haarlem has just the right job for you Our client is located in the historical center of Haarlem and is very successful in the fulfillment of airline tickets and, wholesale of flight tickets and other related products such as the development and distribution of travel technology to online travel agents, , As software lead developer, you will be responsible for the alignment with technical architecture and technical design of the software You are part of a bigger group of software architects, lead developers and functional analysts and together you make the decisions and set priorities The team works with AgileScrum and you will have a key role in realizing deliverables, build on the existing platform and brainstorm about innovations that will help the company further Moreover, you will have a development team in India assigned to you and you will work together with them and perform quality assurance In a way, you are the linking pin between the developers and the architects and the functional analysts, , The software you create is of strategic importance to clients such as KLM, and the focus of the job is the business service layer, the business intelligence and supplier connections such as airlines, car rental and hotel providers The company continuously invests in new tools to support development and deployment, , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2257706006?url=https%3A%2F%2Fwww%2Eictergezocht%2Enl%2F4781_net-professionals%2Fict-vacatures%2F59767_lead-net-developer-international-firm%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Ddeveloper%2Bamsterdam&urlHash=s94H&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-net-developer-international-firm-amsterdam-net-professionals-at-ictergezocht-nl-2257706006?refId=f67a50a3-ef73-4c4a-95e6-b0c0c7a3c596&trackingId=tWfnWmP24JtAAiPAWBiqow%3D%3D&position=13&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
339.0,application developer,LinkedIn,2326403409,Cloud Engineer and Application Developer m/f Arnhem(IT Software Specialist),ekepmpzen6l9SlF4e7PfVw==,TenneTBV,"Arnhem, Gelderland, Netherlands",['Computer Software'],"Wat doe je als Cloud Engineer and Application Developer IT Software Specialist bij TenneT Develop robust, cloud native stateless applicationsGather business stakeholder requirementsRapid development of minimal viable productsIncremental product development in an agile project organizationCreate dashboards and present results to the business stakeholdersDevelop Docker containers and integrate them in a microservice architectureMicroservice deployment and operat, Voor de volledige vacature klik op de sollicitatiebutton Je wordt doorgestuurd naar een externe website",Full-time,https://www.linkedin.com/jobs/view/externalApply/2326403409?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F8cc38be3-a754-43f8-acfe-fe83bab0bced%3Fjid%3Da3014a22f35db271cfa60c3fa3bafcaa49b065e74b5d14c7dbe9749cce050ab9%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=cb6k&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/cloud-engineer-and-application-developer-m-f-arnhem-it-software-specialist-at-tennetb-v-2326403409?refId=f67a50a3-ef73-4c4a-95e6-b0c0c7a3c596&trackingId=ekepmpzen6l9SlF4e7PfVw%3D%3D&position=14&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
350.0,application developer,LinkedIn,2303328769,Senior Electricity Market Developer,LnPcACnK9vTPePh3d2QMRg==,TenneT,"Arnhem, Gelderland, Netherlands",['Oil & Energy'],"Wat doe je als Senior Electricity Market Developer bij TenneT, , What do you do as an Electricity Market Developer at TenneT, , , Wat verwachten we van jou, , What do we expect from you, , , , Wat kun je verwachten, , TenneT offers a challenging and responsible function within an innovative and dynamic international working environment We offer a competitive salary package job level Hay 18 with excellent secondary benefits ie bonus scheme, EUR 60, gross, health insurance allowance, good pension scheme as well as good training and development possibilities, , Duty location for this position is Arnhem, The Netherlands with regular travel across Europe, , An assessment can be part of the application procedure, , At entry, TenneT performs a PreEmployment Screening, , Waar kom je te werken, , TenneT is Europes first crossborder grid operator for electricity With approximately 24,000 kilometers of extra highvoltage lines and 42 million endusers in the Netherlands and Germany, we rank among the top five grid operators in Europe Our focus is to develop a NorthWest European energy market, to integrate renewable energy, and to optimize our safety performance Safety is a core value of TenneT We set high standards, for our employees as well as our contractors Taking power further, , The Customers  Markets CM department ensures and guarantees a high level of customer satisfaction and works to continuously improve the operation of the Dutch, German and European electricity market Technological development, the desire to develop a single integrated European electricity market and the transition to a sustainable electricity supply continually lead to the need to adjust roles and responsibilities and market arrangements, , The European Market Integration department is responsible for identifying and initiating developments in this area and for elaborating and guiding concrete improvements in the electricity market in close consultation with internal and external stakeholders, , We are searching for a Senior Electricity Developer 1fte  Arnhem to strengthen our Customs  Markets department",Full-time,https://www.linkedin.com/jobs/view/externalApply/2303328769?url=https%3A%2F%2Fwww%2Ewerkenbijtennet%2Enl%2FItems%2Fnl-NL%2FVacatures%2FTechniek%2FSenior-Electricity-Market-Developer-Arnhem&urlHash=sUfy&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-electricity-market-developer-at-tennet-2303328769?refId=f67a50a3-ef73-4c4a-95e6-b0c0c7a3c596&trackingId=LnPcACnK9vTPePh3d2QMRg%3D%3D&position=25&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
371.0,application developer,LinkedIn,2322226779,AppLlication Lead Developer - Mobility (H/F),lt1Ef3ECqZanxt0ZjIcaWA==,WIPRO TECHNOLOGIES,"The Hague, South Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Management Consulting']","Expertise Description, Dutch speaking Senior developer, Experience with Reactnative, JavaSwiftObjectiveC, Proactive in communication",Full-time,https://www.linkedin.com/jobs/view/externalApply/2322226779?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D66f28aec1749%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddacddaeada8ddebdd89adfaadbgaddaddffdd93deccdc7fec3ddcg3e&urlHash=tr4Q&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/appllication-lead-developer-mobility-h-f-at-wipro-technologies-2322226779?refId=19734af7-a0c9-4f10-9702-19a0eea2d9db&trackingId=lt1Ef3ECqZanxt0ZjIcaWA%3D%3D&position=21&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
373.0,application developer,LinkedIn,2252629494,Unreal Engine Senior Developer,1rasWe/VKmNqTAOi0NWMYQ==,tinyBuild,"Hilversum, North Holland, Netherlands",['Computer Games'],"The tinyBuild is looking for a talented UE4 Developer to join our expanding team delivering groundbreaking games The successful applicant will join a team of talented and passionate designers, programmers and producers building inspiring and captivating titles in a friendly working environment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Job Types Fulltime, Permanent",Full-time,https://www.linkedin.com/jobs/view/externalApply/2252629494?url=https%3A%2F%2Fwww%2Egamesjobsdirect%2Ecom%2Fdetails%2FUnreal-Engine-Senior-Developer%2F144330%3Futm_source%3DlinkedIn&urlHash=MK1h&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/unreal-engine-senior-developer-at-tinybuild-2252629494?refId=19734af7-a0c9-4f10-9702-19a0eea2d9db&trackingId=1rasWe%2FVKmNqTAOi0NWMYQ%3D%3D&position=23&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
390.0,application developer,LinkedIn,2324359440,Cloud Engineer and Application Developer m/f Arnhem(IT Software Specialist) - TenneTB.V.,oQzn29xmT1RgIrXmso2uLQ==,TenneTBV,"Arnhem, Gelderland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Oil & Energy', 'Utilities']","Wat doe je als Cloud Engineer and Application Developer IT Software Specialist bij TenneT Develop robust, cloud native stateless applications Gather business stakeholder requirements Rapid development of minimal viable products Incremental product development in an agile project organization Create dashboards and present results to the business stakeholders Develop Docker containers and integrate them in a microservice architecture Microservice deployment and operation Implement CICD processes with high degree of test automation Early ideVoor de volledige vacature klik op de sollicitatiebutton Je wordt doorgestuurd naar een externe website",Full-time,https://www.linkedin.com/jobs/view/externalApply/2324359440?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D34922ac09f0e%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdddcddcedd78ddebdde9adfaaddgddgadd7fada3degcacbfec3ddcg3e&urlHash=okt4&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/cloud-engineer-and-application-developer-m-f-arnhem-it-software-specialist-tennetb-v-at-tennetb-v-2324359440?refId=a156368d-861c-4308-9fb4-dd81d2843611&trackingId=oQzn29xmT1RgIrXmso2uLQ%3D%3D&position=15&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
419.0,application developer,LinkedIn,2305411400,Senior Kotlin Developer | Amsterdam | CodeGuild,bjkGprg1qGqUgl566EUsMQ==,Technicusnl,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","Vacature van CodeGuild, locatie Amsterdam, , Your job Senior Kotlin Developer Amsterdam, , , Then wait not longer, this might just be your next new job, , , , Our economy a global 247 one Laws around payments have become more flexible,  It is more and more easy to pay where you want, how you want By card or with your mobile phone In public transportation, in stores, at offices, and of course peertopeer This middle sized, very tech driven software company is one of  Working here means Do you want to be part of this, , They are one of the best kept secrets in the region of Amsterdam Large enough to , while still being small enough that you can know everyone by name and easily approach your colleagues for help or fun Even people that were applying at places like , , very informal, passionate, super social, with quick decision cycles, flat structure led by hands on engineers and  develop elegantly written software that works brilliantly On average Where do you see that nowadays, , , , In your role as Senior Kotlin Developer Amsterdam you will get to work in one of the their agile dev teams tasked to for any of their within , , The great thing is that  in architecture, design and technology choice which is why here you can  And, even though the specific tech can vary from project to project, currently you can sink your teeth into Concurrency, , NonBlocking,  Good to know , only Java As a true engineer, Kotlin you can learn here, , Here you can work together with backend, full stack and even hardware specialists, All the while being guided by one of their many highly experienced architects that  Here you will be where you have Whatever path you like the most, , , , , , , , , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2305411400?url=https%3A%2F%2Fwww%2Etechnicus%2Enl%2Ftechnische-baan%2F90_311607_senior-kotlin-developer-amsterdam%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dict%2Bamsterdam&urlHash=KgSM&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-kotlin-developer-amsterdam-codeguild-at-technicus-nl-2305411400?refId=84c46f9b-481a-4198-9bc9-8fb4024e3eb9&trackingId=bjkGprg1qGqUgl566EUsMQ%3D%3D&position=19&pageNum=16&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
433.0,application developer,LinkedIn,2321482548,ODM Senior Developer,5xrs7OT8t2bylBzXDiNZMA==,IT recruitment company,"Amsterdam, North Holland, Netherlands",['Computer & Network Security'],"Functie ODM Senior Developer AanvraagnummerExpertise IBM ODM, Java Regio Amsterdam Startdatum ASAP Duur Vast dienstverband Werkzaamheden In the framework a large project connected to internal process review and automation, we are actively looking for a Operational Decision Management ODM Senior Developers Reporting to the Program Manager, the ODM Developer will lead a team of Java developers, working on designing a new internal tool dedicated to Business rules definition Process  workflow automation Data capture As a real technical team leader, heshe will be in charge of a team of developers, making sure the developments, test  validation steps are correctly and efficiently realized Heshe will ensure the team has the right level of information and training to deliver the development on time and meeting the quality requirements Profile To take the lead of this challenging project, we are looking for a senior profile, with proven experience in Java programming languages Heshe must have knowledge of ODM platform IBM tool An experience in team lead and managements is required For this project, fluency in Dutch and English is required The workplace is located in Amsterdam very good public transport connection",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321482548?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F16050140-be6f-45e9-ba5c-0ca143bce84f%3Fjid%3D1dcdb3a4d4af4c586eeab6264cf29317a9dfbaf96cf9bab3657121a965276be8%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=N7yD&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/odm-senior-developer-at-it-recruitment-company-2321482548?refId=cab7d5cb-77ca-4f37-b2b5-0a7f4b14ff6e&trackingId=5xrs7OT8t2bylBzXDiNZMA%3D%3D&position=8&pageNum=17&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
454.0,application developer,LinkedIn,2327346434,Lead Mendix Developer - Amstelveen,RjuSTf1VlZ4edJiZL/LT9Q==,MS Amlin,"Amstelveen, North Holland, Netherlands","['Information Technology and Services', 'Insurance', 'Financial Services']","Lead Mendix Developer, , Amstelveen Rotterdam WTC Brussels Paris, , Purpose, , MS Amlin is a leading commercial insurance company and part of Japanese insurance group MSAD 6th largest the world Digital Trading is one of the key strategic growth  efficiency improvement areas for MS Amlin Digitalisation of our offering is essential for maintaining our position, enhancing client intimacy, improving efficiency and building out our presence in the European SME markets The goal is to develop and maintain  DevOps the Digital capabilities to support the Digitalisation within MS Amlin For this were looking at working with stateoftheart lowcode technology that will allow for the creation of a digital ecosystem The development of the capabilities takes place within a centralised team location Amstelveen, the Netherlands and is aimed at fast and flexible Agile development The team will collaborate closely with technology partners such as Mendix, AWS, Microsoft and successful upcoming Fintech and Insurtech companies You will be part of the Digital Trading team with a strong entrepreneurial  commercial mindset This brings IT development and Business together as close as possible Therefore communicating with a wide range of stakeholders should come naturally to the Lead Digital Solution Developer as well as having knowledge of corporate insurance and having extended experience in developing software in a large corporate environment The Lead Digital Solution Developer has an important role in order to contribute to this ambitious development strategy as well servicing local Digital teams across Europe, , Dimensions, , The insurance market is developing quickly and digital solutions in the SME segment will continue to grow significantly This has a strong impact on the future distribution for SME business within MS Amlin MS Amlin is implementing a new strategic platform in order to cope with these developments and to cater for our multichannel distribution strategy This distribution strategy includes the usage of our MS Amlin broker portals, aggregators, broker  market distribution initiatives and affinities  white labelling The Lead Digital Solution Developer is a key player within the inhouse development of the digital capabilities including working with external vendors and a wide range of internal stakeholders The Lead Digital Solution Developer is the technical lead of the inhouse development team and will guide the team towards the most efficient technical solution in order to meet the business needs The Lead Digital Solution Developer understands commercial insurance and is able to translate business requirements into valuable solutions Heshe also understands the digital process and downstream implications The Lead Digital Solution Developer is also able to advisediscuss the technical decisions with a wider stakeholder group This is an exciting opportunity to work on new propositions directly with the business, work cross border and to further develop your skills in state of the art platforms like Mendix, , Key Result Areas, , Be an integrated part of the Digital Development Team with shared responsibilities across team members quality of delivery Create a technical roadmap and vision on how the solution should be developed Guides the development team as well as the wider stakeholders through the technical decisions and possibilities, , Development of products, processes, interfaces and other functionality using lowcode capabilities Development of products, rating calculators and other functionality using JSON and Liquid programming languages Design functionality together with various local Product Owners, Digital underwriters and other stakeholders Model, digitalise and improve core business processes Coordination with various vendors and suppliers Interact and collaborate with Fintech companies  solutions Identify and list requirements for enhancements to additional value add services Support Digital Product  Solution Manager in discussions with local IT departments of brokers  software houses  distribution partners Contribute to building inhouse Mendix  Lowcode expertise Coaching other team members, , The Operating Environment and Context of the Job, , In an increasingly competitive market, it is vital for us to differentiate ourselves in all segments and routes to market MS Amlin operates within a dynamic and challenging environment over multiple territories across the globe, where it is a leader in a number of markets Key to our success is ensuring that we drive client intimacy through the alignment of resources to respond to the everchanging needs of our clients, while ensuring we maintain an ongoing focus on delivering profitable underwriting This entails having a true understanding of the needs and behaviours of our clients and MS Amlin has identified Digital Trading as key to this distribution Digital Trading is essential to MS Amlins future European strategy The Lead Digital Solution Developer plays an important role to make this a success Frequent travel to MS Amlins offices mainly in Europe is required, flexibility is a must You will also be working closely with international colleagues in a relatively small team We will be looking for someone with an entrepreneurial can do mindset and someone who can easy blend in, , Key Competencies, , Analytical ability  conceptually strong, , Experience with lowcode Mendix development, , Judgement and decision making Digital first attitude , , awareness of Fintech, , Positive attitude  internal Client focus Demonstrable experience with agile development, , Flexibility Understanding of IT solutions Able to reduce complexity, , Understanding of IT architecture, , Communication skills, , Understanding of APIs JSONREST, , Strong knowledge of commercial insurance market Understanding of Model Driven Development Good understanding of core business processes Understanding of Cloud AWS hosting Good, , English language skills required Dutch andor French language skills preferred Out of the box thinker Understanding of Liquid scripting is preferred, , Key Interfaces, , Agile Development team Local Product Owners Digital Product Managers  Digital Underwriters Claims, Finance, Compliance, Legal Digital Product  Solution Manager Head of Digital Trading Manager Digital Strategy  Development",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327346434?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Dcfd46860a8b1%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfaddcadaeadc8ddcbdda9dd8addagddgaadffdd83aeecdcffec3ddcg3e&urlHash=pSBW&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-mendix-developer-amstelveen-at-ms-amlin-2327346434?refId=90e209e7-0022-4a66-83d3-3e22088955b0&trackingId=RjuSTf1VlZ4edJiZL%2FLT9Q%3D%3D&position=4&pageNum=18&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
462.0,application developer,LinkedIn,2321559772,Senior Developer IntelliMatch,f8HRP704bqRom6d/UVV6Jw==,Templeton  Partners,"Utrecht, Utrecht, Netherlands",['Computer & Network Security'],"Description Currently, Templeton and Partners BV is looking for a Senior IntelliMatch Developer to join one of our international clients for a position in Utrecht, The Netherlands for 11 months with options for extension Some of your most important activities are developing and supporting reconciliations via IntelliMatch looking to renew and expand current knowledge within the company efficiently apply SCRUM and move to full DEVOPS within the reconciliations development team Our client is looking for IntelliMatch version 921 and higher Developing the business of reconciliations inside IntelliMatch is what you excel in, but you also are able to perform support andor analysis activities You can operate independently, but you can also share your knowledge with the team and support the team in its development You have worked in the financial sector and correlating reconciliations for most of your career You have an eye for detail Architectures proposed by you are fully documented and complete in detail You master SQL Server 2000 and higher and have sufficient knowledge of Powershell You know how to work according to the Scrum methodology You like to keep up to date and learn yourself new techniques We are looking forward to your request and will contact you as soon as possible to discuss this opportunity",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321559772?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F9051f7f2-ab93-486d-ac07-21ca88b1db5b%3Fjid%3Dbfb9fa647e0ca02bea1fdd084d3773b743fd737baa5290d8e4b7c28eef68c510%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=1phV&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-developer-intellimatch-at-templeton-partners-2321559772?refId=90e209e7-0022-4a66-83d3-3e22088955b0&trackingId=f8HRP704bqRom6d%2FUVV6Jw%3D%3D&position=12&pageNum=18&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
472.0,application developer,LinkedIn,2327484515,Lead .NET developer international firm | Haarlem | .NET Professionals,IWyG8/Deu4VCy9zZT4+bXQ==,Technicusnl,"Haarlem, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","Vacature van NET Professionals, locatie Haarlem, , Are you an experienced NET developer with lead skills, and open to new challenges Then our client in Haarlem has just the right job for you Our client is located in the historical center of Haarlem and is very successful in the fulfillment of airline tickets and, wholesale of flight tickets and other related products such as the development and distribution of travel technology to online travel agents, , As software lead developer, you will be responsible for the alignment with technical architecture and technical design of the software You are part of a bigger group of software architects, lead developers and functional analysts and together you make the decisions and set priorities The team works with AgileScrum and you will have a key role in realizing deliverables, build on the existing platform and brainstorm about innovations that will help the company further Moreover, you will have a development team in India assigned to you and you will work together with them and perform quality assurance In a way, you are the linking pin between the developers and the architects and the functional analysts, , The software you create is of strategic importance to clients such as KLM, and the focus of the job is the business service layer, the business intelligence and supplier connections such as airlines, car rental and hotel providers The company continuously invests in new tools to support development and deployment, , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327484515?url=https%3A%2F%2Fwww%2Etechnicus%2Enl%2Ftechnische-baan%2F90_260658_lead-net-developer-international-firm-haarlem%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dict%2Bhaarlem&urlHash=63vW&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-net-developer-international-firm-haarlem-net-professionals-at-technicus-nl-2327484515?refId=90e209e7-0022-4a66-83d3-3e22088955b0&trackingId=IWyG8%2FDeu4VCy9zZT4%2BbXQ%3D%3D&position=22&pageNum=18&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
492.0,application developer,LinkedIn,2253686505,Lead Mendix Developer | Hengelo (OV) | YER,t3k0W+K51JjgxTKad73DGQ==,Werkzoekennl,"Hengelo, Overijssel, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","Vacature van YER, locatie Hengelo OV, , Over deze vacature, , To further strengthen the team of Thales in the Digital Competence Center we are looking for a talented Lead Mendix Developer, , , , As a Mendix Developer you will work in a multidisciplinary Agile team This team develops and tests the applications of new enterprise applications for internal users The development team is responsible for the entire design, built and updates of the products  requirements analysis, development, testing, validation, demonstrating and implementing the current status of the product Focus on user experience is key, , , , , , You have a passion for technology, while being a social interactive team player You enjoy constantly developing your skills and you are interested in working within hightech environments Furthermore, , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2253686505?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F10340_ictergezochtnl%2Fvacatures%2F4830791_lead-mendix-developer-hengelo-ov%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dict%2Bhengelo%2B%2528ov%2529&urlHash=b21y&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-mendix-developer-hengelo-ov-yer-at-werkzoeken-nl-2253686505?refId=24191513-54a2-4c8f-9ee1-3ed8569352c0&trackingId=t3k0W%2BK51JjgxTKad73DGQ%3D%3D&position=17&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
