Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Rating
8.0,linguist,LinkedIn,2317630762,Lead computational linguist Developer,GD8Rou/zTZ2FCQkQYKFt0g==,Templeton  Partners,"Amsterdam, North Holland, Netherlands",['Computer Software'],"DescriptionOpdrachtomschrijvingCurrently Templeton and Partners BV is looking for an Experienced Lead Computational Linguist to join one of our international clients for a position in Amsterdam, The Netherlands of 12 months minimum with option of extensionThe TaskTempleton and Partners BV is looking for a strong communicative and experienced, As a Lead Computational Linguist is looking for enthusiastic and experienced Responsible for hands on technical development  delivery of Speech  Wearables  Chatbots  Track  Trace based solutions in an agile fashion to the business in order to provide insights  improvement to business processes and solving business problemsSome of your key activities will includeHands on technical delivery working with business representatives to develop E2E technical solution requirements and the E2E technical feasibility study for Emerging Technologies Speech  Wearables  Chatbots  Track  Trace  related technologies related projectsHands on technical delivery of Wearables  Chatbots  Speech  Track  Trace  related technologies projects and to deploy these solutions within infrastructure together with relevant IT staffContributing to Technical insight, bringing new technologies into scoping digital strategy around Wearables  Chatbots  Speech  Track  Trace  related technologiesContributing deep technology insight on options for how Wearables  Chatbots  Speech  Track  Trace  can be used to drive Health, Safety and Environment benefitsContributing technology insight to the lead in this area for setting up Wearables  Chatbots  Speech  Track  Trace  related technologies long term strategyContributing deep Technical Architecture and Platform insight for Wearables  Chatbots  Speech  Track  Trace  solutions, working with the Architects and Platform OwnersOur client is looking for you to have experience and skills inProven practical experience with relevant topics in all technologies as mentioned aboveGood oversight and being practical at the same timeGood understanding of related technologies such as AI Machine Learning, Natural Language ProcessingGood knowledge of Chatbot and Speech technology services in multiple platforms including Microsoft, AWS and Open SourceAbility to shape and drive initiatives involving multiple teams and Suppliers to prove concepts, demonstrate value, and take to MVP serviceInsight to leverage consumer technology for business valueWhy Should You ApplyWe are looking forward to receive your application, and will be in touch promptly to discuss this opportunity in more detail",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317630762?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F7759a819-6ada-41f9-b949-83cf06faec3e%3Fjid%3D143fe77c73b29344a853e308062cb344648e5f45629a7622acbad21683ddb188%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=nMlC&refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-computational-linguist-developer-at-templeton-partners-2317630762?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
14.0,linguist,LinkedIn,2291887588,Freelance English translator into French_Canada Language,HDHOnd/MSPWCC/vlrQEPJw==,TransPerfect,Netherlands,['Translation and Localization'],Job descriptionAs a fullyfledged freelance translator you are an important part of the translation team at iSPTransPerfect Translations Your exceptional language skills are vital to ensuring a high quality product is returned to the client ,Contract,,https://nl.linkedin.com/jobs/view/freelance-english-translator-into-french-canada-language-at-transperfect-2291887588?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
17.0,linguist,LinkedIn,2315326536,Translator | German & Dutch,QSiVxq5HQ/CEhhUO6/K0dg==,IamExpat,"Rotterdam, South Holland, Netherlands","['Information Technology and Services', 'Research', 'Financial Services']","Our client, one of the best operating retailers in the Netherlands, is looking for a Translator to join their dynamic team and support their website translation Do you speak both German and Dutch and are you looking for your next challenge You might want to read furtherIf this sounds interesting to you, dont hesitate to apply directly or contact me for more information",Full-time,https://www.linkedin.com/jobs/view/externalApply/2315326536?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D1a07472c0265%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddfcadfcddgddd98ddc8dd9bddegaddaddgfdde3deacdcbfec3ddcg3e&urlHash=icA_&refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-german-dutch-at-iamexpat-2315326536?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
20.0,linguist,LinkedIn,2302736649,Part-time Recipe Editor/Translator for the Netherlands (20h) - AMS based,VX+K2Q5WSqWUcebZwHGJBA==,Marley Spoon,"Amsterdam, North Holland, Netherlands","['Restaurants', 'Food & Beverages', 'Food Production']","Marley Spoon is the new way to cook We bring delightful, market fresh, and easy cooking back to the people Were a wellfunded and publicly listed company ASX MMM We operate across 3 continents and in 8 countries with over 900 employees worldwide Being passionate foodies, we are using technology to reinvent the global food supply chain to reduce food wasteIn the end, its simple We started Marley Spoon because we love cookingThe is responsible for the inhouse menu and recipe development per countryregion including testing, shooting, editing, analyzing and understanding our customer needs We spend a lot of time together in our testkitchen creating, tasting delicious, quick and easy recipes Could there be a better job",Part-time,https://www.linkedin.com/jobs/view/externalApply/2302736649?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-2073855148737545654%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=nBN8&refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/part-time-recipe-editor-translator-for-the-netherlands-20h-ams-based-at-marley-spoon-2302736649?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
25.0,linguist,LinkedIn,2317453140,Part-time Recipe Editor/Translator for the Netherlands (20h) - AMS based,fz1XeVNTQ9O6dZhsIx/hSg==,Marley Spoon,"Nederland, Overijssel, Netherlands",['Food Production'],"Marley Spoon is the new way to cook We bring delightful, market fresh, and easy cooking back to the people Were a wellfunded and publicly listed company ASX MMM We operate across 3 continents and in 8 countries with over 900 employees worldwide Being passionate foodies, we are using technology to reinvent the global food supply chain to reduce food wasteIn the end, its simple We started Marley Spoon because we love cookingThe Culinary team is responsible for the inhouse menu and recipe development per countryregion including testing, shooting, editing, analyzing and understanding our customer needs We spend a lot of time together in our testkitchen creating, tasting delicious, quick and easy recipes Could there be a better job",Part-time,https://www.linkedin.com/jobs/view/externalApply/2317453140?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F809cc63f-23dc-4eb2-bd6d-d1f84e8f34c6%3Fjid%3D15ccabfa64fe1f01488c0ad6f1404ddadf6a921bf84e33e50ac36a0358f6bb45%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D567&urlHash=aVaA&refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/part-time-recipe-editor-translator-for-the-netherlands-20h-ams-based-at-marley-spoon-2317453140?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
17.0,linguist,LinkedIn,2317600288,Data Translator,t2p8vGQVSAyqERZMVR3JlQ==,ReliefWeb,"Amsterdam, North Holland, Netherlands",['Writing and Editing'],"Job Title Data TranslatorDuty Station The NetherlandsLine Manager VDT Archive ManagerFullPartTime Full TimeScope of workSWHF is a not for profit Organisation registered at the Amsterdam Chamber of Commerce The Foundation aims to provide aid to communities and persons recovering from conflicts and disasters provide support and orientation to refugees and communities in hosting countries support justice and Human Rights effortsThe Visual Documentation Team VDT Project is a Justice and Accountability Project that addresses relevant issues in Syria The project aims at assisting transitional justice mechanisms, and other research processes Due to the nature of the project, staff involved will likely be required to work with potentially graphic contentThe Data Translator is responsible for interpreting written or spoken material, creating glossaries or term dictionariesTasks and ActivitiesConduct written EnglishArabic and ArabicEnglish translation of written documents, transcription of audio or video recordings, and other mediaProviding support and assistance inoffice meetings, ensuring all participants are aware of activities and outputsCreate glossaries or term dictionaries related to the SWHF field of expertiseCoordinate additional language services support as necessary including from bilingual staff and from external sources",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317600288?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F9b92849e-1c7b-4d06-a5ed-e242eb0e917e%3Fjid%3D308f7afe906cffca1feee07dcc0c9e962e392373e0f5bebee58f67e7a5f861bc%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=MSjn&refId=31036215-db1c-4351-90df-1d7cb9c78da2&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/data-translator-at-reliefweb-2317600288?refId=31036215-db1c-4351-90df-1d7cb9c78da2&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-17,2020-11-22,
21.0,linguist,LinkedIn,2317363333,Translator,GwV/xkN8R5KMT1LwlAQANg==,Adams Multilingual Recruitment,"Rotterdam, South Holland, Netherlands",['Computer Software'],"Our client, one of the best operating retailers in the Netherlands, is looking for a Translator to join their dynamic team and support their website translation Do you speak both German and Dutch and are you looking for your next challenge You might want to read furtherIn this role you willTranslate web content into GermanContribute to the quality of the translated content by keeping the translation program database up to dateJob RequirementsFluent in both German and DutchAvailable fulltimeWhat is in it for youExcellent growth and learning opportunitiesDiscount on all productsAmazing location, great atmosphere and fun working environment",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317363333?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fd1c292ee-8f9a-443c-a804-1f977c58427b%3Fjid%3D542ee32139a4a4aa62cbfd51402f60b8984ae94ab25dee10a0a596c2f391ff8a%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=Vu03&refId=31036215-db1c-4351-90df-1d7cb9c78da2&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-at-adams-multilingual-recruitment-2317363333?refId=31036215-db1c-4351-90df-1d7cb9c78da2&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-17,2020-11-22,
33.0,linguist,LinkedIn,2316648386,Localization Analyst,v4zsEXGyQb6oM/PdbtIKzQ==,Cerner Corporation,"The Hague, South Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Hospital & Health Care']","With a presence in the European healthcare IT markets spanning almost two decades, Cerners established solutions and industry expertise have placed our associates at the forefront of development and evolution in healthcare provision Our continued growth and rapid expansion in key European markets provides opportunities for exciting careers in a dynamic environment  all focused on helping drive innovation in healthcareAs a Localization Analyst you will be responsible for meeting the increasing translation needs of our BENELUX clients You translate and perform Wiki publication and editing of solution help pages and manuals You will provide contextual linguistic validation of Cerner solutions by executing a series of user interface test plansA Localization Analyst also translates and proofreads a wide range of translation requests, including technical documents, HR documents, training materials, contract and marketing documents You will also create, update, and maintain terminology databases using industry standard localization tools while ensuring consistency, accuracy and overall qualitySkills linguist, translator, translations, Dutch, English, software, localization, CAT tools",Full-time,https://www.linkedin.com/jobs/view/externalApply/2316648386?url=https%3A%2F%2Fcareers%2Ecerner%2Ecom%2Fjob%2F68843BR&urlHash=-cZb&refId=877bc413-5d97-42db-a1ab-546808358e65&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/localization-analyst-at-cerner-corporation-2316648386?refId=877bc413-5d97-42db-a1ab-546808358e65&position=8&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-17,2020-11-22,
38.0,linguist,LinkedIn,2317431886,Bilingual IT Project Manager at the EMA (EU Languages),9x2Wc9PtTGW4TesxT4Dl4g==,Language Matters Recruitment Consultants Ltd,"Amsterdam, North Holland, Netherlands","['Staffing and Recruiting', 'Hospital & Health Care', 'Pharmaceuticals']","Are you looking to expand your career path in the pharmaceutical industry and develop your IT Project Management skills We have a unique opportunity for you to demonstrate your IT expertise within the leading EU institution of medicines and pharmacology based in AmsterdamWe are the exclusive recruiters for the interim positions at the European Medicines Agency EMA The EMA are the medical regulatory organisation responsible for public human and animal health throughout the European Economic Area They are now looking for a Bilingual IT Project Manager to join them on an initial 7 month temporary Interim contract Deadline to send CVs is Monday 1611You will predominantly be responsible for establishing and leading enterprisewide, crossfunctional strategic initiatives as well as leading a variety of different projects including launching new IT products and services This is an exciting opportunity to join an institution that provides a truly international working environment where everyone is passionate about public healthYour responsibilities will and develop largescale, complex projectsDeal with internal and external stakeholders and provide ongoing reconciliation of resourcesEnsure end results are to the highest calibre with a clearly articulated scope and quantifiable business benefitEstablish work plan and staffing for project activities andor phasesPerform risk assessment and implement mitigation plansEnsure that project goals are accomplished and in line with business years of experience and proven track record from managing large scale ITprojectsConcrete experience in using Agile software development methodologies and toolsExperience in dealing with wide variety of stakeholdersExcellent organisational, communication and time management skillsAbility to think analytically and solve problemsApproachable team player who maintains positive business relationshipsFluency in English and at least one other EU language Spanish, Czech, Danish, German, Estonian, English, French, Italian, Latvian, Lithuanian, Hungarian, Maltese, Dutch, Polish, Portuguese, Slovenian, Slovakian, Finnish, Swedish, Greek, Romanian, Bulgarian, Croatian, Norwegian, IcelandicTo apply, please send your CV in English and in Word format to Jessica languagematters is acting as an employment agency in relation to this vacancy",Temporary,https://www.linkedin.com/jobs/view/externalApply/2317431886?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F3fee1637-f34b-41f6-8c13-091ed4bc1cae%3Fjid%3Dd99f72750b371874af7594fc35d7ec70cf58b6c3adf9f05c2a9aab4a3959e50f%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=MiPC&refId=877bc413-5d97-42db-a1ab-546808358e65&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/bilingual-it-project-manager-at-the-ema-eu-languages-at-language-matters-recruitment-consultants-ltd-2317431886?refId=877bc413-5d97-42db-a1ab-546808358e65&position=13&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-17,2020-11-22,
39.0,linguist,LinkedIn,2302100436,Speech Scientist,vNwSOZrcTa6R/o48W2kKdw==,Cerence,"Heerlen, Limburg, Netherlands","['Information Technology and Services', 'Computer Software', 'Automotive']","A Moving ExperienceCerence RD has an open position for a computational linguist with machine learning and data analysis experience to advance the state of the art in areas such as prosody prediction or multilingual handling in the texttospeech systemYou will work on development and maintenance of linguistic components such as text normalization, morphological analysis, syntactic analysis, phonetic transcription generation, multilingual handling and symbolic prosody prediction You will advance the state of the art by leveraging large corpus analysis, machine learning, syntacticsemantic tagging, document structure analysis, and crowdsourcingCerence Inc Nasdaq CRNC and  is the global industry leader in creating unique, moving experiences for the automotive world Spun out from Nuance in October 2019, Cerence is a new, independent company that has quickly gained traction as a leader in the automotive voice assistant space, working with all of the worlds leading automakers  from Ford and Fiat Chrysler to Daimler, Audi and BMW to Geely and SAIC  to transform how a car feels, responds and learns Its track record is built on more than 20 years of industry experience and leadership and more than 325 million cars on the road today across more than 70 languagesAs Cerence looks to the future and continues an ambitious growth agenda, we need someone to join the team and help build the future of voice and AI in cars This is an exciting opportunity to join Cerences passionate, dedicated, global team and be a part of meaningful innovation in a rapidly growing industryEQUAL OPPORTUNITY EMPLOYERCerence is firmly committed to Equal Employment Opportunity EEO and to compliance with all federal, state and local laws that prohibit employment discrimination on the basis of age, race, color, gender, gender identity, gender expression, sex, sex stereotyping, pregnancy, national origin, ancestry, religion, physical or mental disability, medical condition, marital status, citizenship status, sexual orientation, protected military or veteran status, genetic information and other protected classifications Cerence Equal Employment Opportunity Policy StatementFull time",Full-time,https://www.linkedin.com/jobs/view/externalApply/2302100436?url=http%3A%2F%2Fwww%2Eexperteer%2Enl%2Fcareer%2Flp%2Fsignup_vertical_full_job%2F1_2018%3Fjob_id%3D23658201%26affiliate%3Daffnl_131%26utm_medium%3Dmetasearch%26utm_source%3Dlinkedin%26utm_content%3Djob&urlHash=AK-V&refId=877bc413-5d97-42db-a1ab-546808358e65&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/speech-scientist-at-cerence-2302100436?refId=877bc413-5d97-42db-a1ab-546808358e65&position=14&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-17,2020-11-22,
41.0,linguist,LinkedIn,2316387840,Translator | German-Dutch,Q78Caa3VQtexnFxGq9n7CQ==,Undutchables,"Rotterdam, South Holland, Netherlands","['Information Technology and Services', 'Staffing and Recruiting', 'Financial Services']","Company description Our client has grown to be one of the biggest companies in both The Netherlands and Belgium The company was founded more than 20 years ago and since then they have been striving for an excellent service for their customers by being independent, flexible, friendly and diligentJob description In this position you will play a significant role as you will be the key to a new audience You will be the one making the companys content accessible for the German speaking consumers",Full-time,https://www.linkedin.com/jobs/view/externalApply/2316387840?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Ftranslator-german-dutch%3A44306020%2F&urlHash=neYv&refId=877bc413-5d97-42db-a1ab-546808358e65&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-german-dutch-at-undutchables-2316387840?refId=877bc413-5d97-42db-a1ab-546808358e65&position=16&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-17,2020-11-22,
1.0,linguist,LinkedIn,2301926298,Freelance Translator,DgKQiiCOTyqXKKcHuon8YQ==,Tripcom,Netherlands,"['Leisure, Travel & Tourism', 'Internet']","About UsWe are a part of the Tripcom Group, a NASDAQ listed company since 2003 NASDAQ TCOM with over 45,100 employees and over 400 million members, making it one of the leading online travel agencies in the worldWith more than 14 million hotels in 200 countries and regions, weve built an extensive hotel network to give our customers a fantastic choice of accommodation Our farreaching flight network has over 2 million individual flight routes connecting more than 5,000 cities around the globe When you combine this with our 247 English customer service and various other travel products, you can trust us to take care of your next trip",Part-time,,https://nl.linkedin.com/jobs/view/freelance-translator-at-trip-com-2301926298?refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-17,2020-11-25,
3.0,linguist,LinkedIn,2321444792,Translator,8tIgmpiQRamXSV0EwwZtKQ==,Adams Multilingual Recruitment,"Rotterdam, South Holland, Netherlands",['Computer Software'],"Our client, one of the best operating retailers in the Netherlands, is looking for a Translator to join their dynamic team and support their website translation Do you speak both German and Dutch and are you looking for your next challenge You might want to read furtherIn this role you willTranslate web content into GermanContribute to the quality of the translated content by keeping the translation program database up to dateJob RequirementsFluent in both German and DutchAvailable fulltimeWhat is in it for youExcellent growth and learning opportunitiesDiscount on all productsAmazing location, great atmosphere and fun working environment",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321444792?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fd1c292ee-8f9a-443c-a804-1f977c58427b%3Fjid%3Da651c70a01a1792364dfc052f5d0f9bd16a10792ff99e9f6e496baa097b92c8d%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=PDms&refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-at-adams-multilingual-recruitment-2321444792?refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-17,2020-11-25,
6.0,linguist,LinkedIn,2320935247,Localization Analyst - Dutch Translator,V4EYJNsISx2Q3tKiP4EDvg==,Cerner Corporation,"The Hague, South Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Computer & Network Security']","With a presence in the European healthcare IT markets spanning almost two decades, Cerners established solutions and industry expertise have placed our associates at the forefront of development and evolution in healthcare provision Our continued growth and rapid expansion in key European markets provides opportunities for exciting careers in a dynamic environment  all focused on helping drive innovation in healthcareAs a Localization Analyst you will be responsible for meeting the increasing translation needs of our BENELUX clients You translate and perform Wiki publication and editing of solution help pages and manuals You will provide contextual linguistic validation of Cerner solutions by executing a series of user interface test plansA Localization Analyst also translates and proofreads a wide range of translation requests, including technical documents, HR documents, training materials, contract and marketing documents You will also create, update, and maintain terminology databases using industry standard localization tools while ensuring consistency, accuracy and overall qualitySkills linguist, translator, translations, Dutch, English, software, localization, CAT tools",Full-time,https://www.linkedin.com/jobs/view/externalApply/2320935247?url=https%3A%2F%2Fcareers%2Ecerner%2Ecom%2Fjob%2F68843BR&urlHash=-cZb&refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/localization-analyst-dutch-translator-at-cerner-corporation-2320935247?refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-17,2020-11-25,
12.0,linguist,LinkedIn,2285267707,Dutch in-house translator/reviser,57iQVvapQu+Cp3V45oj3FA==,AMPLEXOR International,"Eindhoven, North Brabant, Netherlands",['Translation and Localization'],Is innovation your cup of tea Love the idea of working on international projects in a rewarding and dynamic environment What are you waiting for Embrace the future with us,Full-time,,https://nl.linkedin.com/jobs/view/dutch-in-house-translator-reviser-at-amplexor-international-2285267707?refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-17,2020-11-25,
14.0,linguist,LinkedIn,2312413776,Data Translator,MROAAUr6SkSHxhbF5OR3ag==,Stichting White Helmets Foundation,"Amsterdam, North Holland, Netherlands",['Writing and Editing'],"Job Title Data TranslatorDuty Station The NetherlandsLine Manager VDT Archive ManagerFullPartTime Full TimeScope of workSWHF is a not for profit Organisation registered at the Amsterdam Chamber of Commerce The Foundation aims to provide aid to communities and persons recovering from conflicts and disasters provide support and orientation to refugees and communities in hosting countries support justice and Human Rights effortsThe Visual Documentation Team VDT Project is a Justice and Accountability Project that addresses relevant issues in Syria The project aims at assisting transitional justice mechanisms, and other research processes Due to the nature of the project, staff involved will likely be required to work with potentially graphic contentThe Data Translator is responsible for interpreting written or spoken material, creating glossaries or term dictionariesTasks and ActivitiesConduct written EnglishArabic and ArabicEnglish translation of written documents, transcription of audio or video recordings, and other mediaProviding support and assistance inoffice meetings, ensuring all participants are aware of activities and outputsCreate glossaries or term dictionaries related to the SWHF field of expertiseCoordinate additional language services support as necessary including from bilingual staff and from external sources",Full-time,https://www.linkedin.com/jobs/view/externalApply/2312413776?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Feacc949d-3a87-4e28-97db-cb08279b1185%3Fjid%3D57c92029de0473e01467559c7ce3d1845ca20066da3a3813fcc412e36fb6f41f%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=V0g2&refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/data-translator-at-stichting-white-helmets-foundation-2312413776?refId=e6822bb0-29a5-45d5-b39a-5fb3ce872ada&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-17,2020-11-25,
21.0,linguist,LinkedIn,2312327670,Freelance English to Dutch Translator,2cfsEMrQRuiFXrmp0Y8haw==,Doist,"Nederland, Overijssel, Netherlands",['Writing and Editing'],"At Doist, our mission is to inspire the workplace of the future by creating simple yet powerful productivity tools that promote a more fulfilling way to work and liveWere a multidisciplinary, fully remote team thats passionate about creating products, like Todoist and Twist, that improve peoples lives We thrive on innovating new solutions to old productivity challenges and we seek to rethink how productivity tools are madeOur Core ValuesThey are few, but they are mighty From creating processes to decisionmaking and recruiting, we build our five core values into nearly every single thing we doWere looking for someone withA complete application includesAfter passing an initial candidate profile review, the process will be as followsDoist is a diverse, remotefirst team thats committed to building a sustainable company that will continue to grow for decades to comeSome benefits includeAll information collected through this application is stored in Workable, Doists Applicant Tracking System, where it will be used for recruitment purposes only For more information on how we handle candidate data at Doist, we invite you to review our recruitment privacy notice For questions, please contact us at to reach a member of our People Operations team",Full-time,https://www.linkedin.com/jobs/view/externalApply/2312327670?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F7ea90934-bbdd-49fd-a6e8-7260be69626c%3Fjid%3D8ee4649de0cd855f5d367defe0293274fcc5f8bab342370a854a25a8cc6b99ba%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D567&urlHash=NCdR&refId=87ad9ee5-55b9-496c-8d3d-001a81ed67e1&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/freelance-english-to-dutch-translator-at-doist-2312327670?refId=87ad9ee5-55b9-496c-8d3d-001a81ed67e1&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-20,2020-11-25,
33.0,linguist,LinkedIn,2321452880,Localization Analyst,5fUQAmGNTy+KZOkBWcNkMA==,Cerner Corporation,"The Hague, South Holland, Netherlands",['Religious Institutions'],"Job Description With a presence in the European healthcare IT markets spanning almost two decades, Cerners established solutions and industry expertise have placed our associates at the forefront of development and evolution in healthcare provision Our continued growth and rapid expansion in key European markets provides opportunities for exciting careers in a dynamic environment  all focused on helping drive innovation in healthcare As a Localization Analyst you will be responsible for meeting the increasing translation needs of our BENELUX clients You translate and perform Wiki publication and editing of solution help pages and manuals You will provide contextual linguistic validation of Cerner solutions by executing a series of user interface test plans A Localization Analyst also translates and proofreads a wide range of translation requests, including technical documents, HR documents, training materials, contract and marketing documents You will also create, update, and maintain terminology databases using industry standard localization tools while ensuring consistency, accuracy and overall quality Skills linguist, translator, translations, Dutch, English, software, localization, CAT tools Qualifications Basic Qualifications Bachelors degree in Translation, Software Localization, Communications or related field, or equivalent relevant work experience Native fluency in Dutch Preferred Qualifications Masters degree in Translation, Software Localization or related field At least 1 year of work experience with localization or translation software SDLX, PASSOLO, TMS, TRADOS or similar At least 1 year of software localization work experience At least 1 year of work experience managing translation projects Fluency in multiple languages in addition to English and the target language Expectations Willing to work overtime or irregular hours as needed and allowed by local regulations Willing to travel up to 20 as needed Additional Information All employees must be legally authorized to work in the country where the position is located Work visa sponsorship is not available for this position Relocation Assistance Available No",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321452880?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fc27fce49-17f9-43a0-8f22-b2dbf2762e94%3Fjid%3D1bf0f45440ef86bb9ea796672b4a7a973d01ef2efd21ef7b2afc808540622c27%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=c6Z8&refId=6398eaaa-13db-48f8-b55a-e6a49eb826f2&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/localization-analyst-at-cerner-corporation-2321452880?refId=6398eaaa-13db-48f8-b55a-e6a49eb826f2&position=8&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,5 days ago,5 days ago,2020-11-20,2020-11-25,
