,Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Dutch Requirement,English Requirement,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Language,Gender_Num,Age_Num,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
25,38,electrical engineer,LinkedIn,2238536482,Senior Field Service Engineer - EVCI Electric Vehicle Charging Infrastructure,sbxBg1kc3ADac5iPoqbDNw==,Eaton,"Zaltbommel, Gelderland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Aviation & Aerospace', 'Automotive']",Sales,"Req ID 087426, , The Netherlands, , Eaton is a power management company with 2019 sales of 214 billion Eaton provides energyefficient solutions that help our customers effectively manage electrical, hydraulic and mechanical power more efficiently, safely and sustainably Eaton has approximately 103,000 employees and sells products to customers in more than 175 countries For more information, visit wwweatoncom, , Join Eaton and help us provide energyefficient solutions that have a real impact on the environment We make what matters work Find out more on httpswwwyoutubecomwatchvbaaaiJ4L7E, , Do you want to work for a global player, where we care about ethics, inclusion and diversity and our people, , Eaton is a power management company actively engaged in the transition towards a lowcarbon energy future across the world We have a particular focus on Electric Vehicle Charging Infrastructure EVCI which is part of Eatons vision on Energy Transition in Buildings ETiB, by combining our diverse technology portfolio of renewable energy integration, energy storage, EnergyAware UPSes, microgrids and electric vehicle charging infrastructure, , , , The Senior Field Service Engineer provides valuable services to the customers by conducting actual field visit The ETiB Senior Field Service Engineer responsibilities comprise installation, repairing, maintenance of various equipments related to ETiB installations, and to ensure that they are functioning properly Thus, this professional helps in resolving the technical issues and in satisfying the customers needs in a timely manner The ETiB Senior Field Service Engineer will perform commissioning and maintenance site works related to EATON scope which includes delivery of EV chargers, Energy storage product, Energy management control system and technical support services, In addition, ETiB Senior field service engineer will coordinate with main installercontractors and internal organization the delivery of EATON scope on time, quality and budget, , , , , , , , , , , , , , , You can reach out for more information at this email address BertHeddeterEatoncom, , Candidate applying to the vacancy may be subject of the background screening, , We make what matters work Everywhere you lookfrom the technology and machinery that surrounds us, to the critical services and infrastructure that we depend on every dayyoull find one thing in common It all relies on power Thats why Eaton is dedicated to improving peoples lives and the environment with power management technologies that are more reliable, efficient, safe and sustainable Because this is what matters We are confident we can deliver on this promise because of the attributes that our employees embody Were ethical, passionate, accountable, efficient, transparent and were committed to learning These values enable us to tackle some of the toughest challenges on the planet, never losing sight of what matters",Full-time,https://www.linkedin.com/job-apply/2238536482?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=sbxBg1kc3ADac5iPoqbDNw%3D%3D&trk=public_jobs_apply-link-onsite,https://nl.linkedin.com/jobs/view/senior-field-service-engineer-evci-electric-vehicle-charging-infrastructure-at-eaton-2238536482?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=sbxBg1kc3ADac5iPoqbDNw%3D%3D&position=13&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
26,43,electrical engineer,LinkedIn,2272496785,Electrical Connectivity Design Engineer / E-Designer,31UFMHXNnPx3aAnA6lXh6w==,Cross Border Talents,"Veldhoven, North Brabant, Netherlands","['Information Technology and Services', 'Computer Software', 'Staffing and Recruiting']",Engineering,"Cross Border Talents is searching a Connectivity Design Engineer for our client in Veldhoven, Netherlands, , Our client is an important outsourcing company that provides service to the biggest hightech industries in Brainport The Tech Campus located in this region concentrates many high tech manufacturing companies and have currently over 11000 professionals from all over the world It is the place to be when talking about RD, , We are looking for a professional interested in electrical connectivity solutions for hightech products, , If you are challenged by specification, design, realization and qualification of the electrical sub modules and have 4 years of experience as an Connectivity Design Engineer, complimented with a Bachelor or Masters degree in Electrical Engineering then this position is perfect, , As an Connectivity Design Engineer, your mission is to specify, design, realize, maintain and qualify electrical infrastructure and electrical sub modules for new and existing products Cables, racks, cabinets, boxes with electronics, connection boxes, connection plates, back panels, fan units etc, , The electrical infrastructure consists of the complete electrical path from sensoractuator towards IO andor computational racks, meaning, , , The following deliverables are created by the Connectivity Design Engineer, , Others aspects of this job, , , , , , , BachelorsMasters degree in Electrical Engineering or equivalent, , , , , , , , , , , , , , Market related salary, , 1 year contract",Contract,,https://nl.linkedin.com/jobs/view/electrical-connectivity-design-engineer-e-designer-at-cross-border-talents-2272496785?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=31UFMHXNnPx3aAnA6lXh6w%3D%3D&position=18&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
27,47,electrical engineer,LinkedIn,2321504967,"Lead Design Engineer, Electrical",PZWAjnEy3fWCtrCAlHx7tQ==,Neste,"Rotterdam, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"We believe in people who find new ways of doing things  people for whom safety and sustainability are part of their professional skills Customer mindset is essential to all of us at Neste and we work hard to find the best solutions for our customers We believe everyone is a leader and share a natural desire for collaboration If all this, and our values We Care, We have courage and We cooperate as well as innovation and excellence resonate with you, you are the talent we are looking for The Lead Electrical Design Engineer is responsible to ensure that the electrical design is delivered in time and scope The close cooperation with project team members is one key element for delivering quality projects In the role of Lead Design Engineer, Electrical you will report to the Engineering Team Manager TASKS AND RESPONSIBILITIES",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321504967?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F14acb323-e267-45b0-b21b-dec68f2fb568%3Fjid%3D62a1292acb5b86e496778fc7bcfd6a08edd8d01d8cf3f848c9ad4b706ea3059b%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=Vtqb&refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=PZWAjnEy3fWCtrCAlHx7tQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-design-engineer-electrical-at-neste-2321504967?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=PZWAjnEy3fWCtrCAlHx7tQ%3D%3D&position=22&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
28,50,electrical engineer,LinkedIn,2307812371,Lead Electrical Engineer,9nRmqTcu7t+dkhbICLi8dA==,Leap29,"Eindhoven, North Brabant, Netherlands",['Oil & Energy'],Engineering,"We are looking for a Lead Electrical Engineer for a global client operating across multiple sectors including oil  gas, pharmaceuticals, food  beverages and industrial works This role could offer the successful candidate a long term opportunity with unparalleled training and development opportunities within a collaborative and open work environment, , Job requirements, , Bachelor degree in Electrical engineering, , , , At least 2 years experience working as a lead electrical engineer, Team player with strong analytical skills, , , , Broad experience in electrical engineering, regarding topics such as medium voltage, low voltage, transformers, lighting, earthing and lightning protection and electrical heat tracing, , To help Leap29 find you that perfect job, we need to store and process your personal information, That means that your details will be entered into Leap29s database and our consultants may contact you from time to time with relevant job opportunities, By applying youre confirming youre happy for us to do that, , Oil and Gas",Contract,https://www.linkedin.com/jobs/view/externalApply/2307812371?url=https%3A%2F%2Fwww%2Eleap29%2Ecom%2Fjobs%2FAxkdB%2Flead-electrical-engineer-eindhoven-netherlands-netherlands-europe%3Futm_source%3Dlijw&urlHash=A6M8&refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=9nRmqTcu7t%2BdkhbICLi8dA%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-at-leap29-2307812371?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=9nRmqTcu7t%2BdkhbICLi8dA%3D%3D&position=25&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
29,69,electrical engineer,LinkedIn,2224796694,Senior Field Service Engineer - EVCI Electric Vehicle Charging Infrastructure,GdlbhXRh6bkgmLzwKP73WA==,Eaton,"Hengelo, Overijssel, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Aviation & Aerospace', 'Automotive']",Sales,"Req ID 087426, , The Netherlands, , Eaton is a power management company with 2019 sales of 214 billion Eaton provides energyefficient solutions that help our customers effectively manage electrical, hydraulic and mechanical power more efficiently, safely and sustainably Eaton has approximately 103,000 employees and sells products to customers in more than 175 countries For more information, visit wwweatoncom, , Join Eaton and help us provide energyefficient solutions that have a real impact on the environment We make what matters work Find out more on httpswwwyoutubecomwatchvbaaaiJ4L7E, , Do you want to work for a global player, where we care about ethics, inclusion and diversity and our people, , Eaton is a power management company actively engaged in the transition towards a lowcarbon energy future across the world We have a particular focus on Electric Vehicle Charging Infrastructure EVCI which is part of Eatons vision on Energy Transition in Buildings ETiB, by combining our diverse technology portfolio of renewable energy integration, energy storage, EnergyAware UPSes, microgrids and electric vehicle charging infrastructure, , , , The Senior Field Service Engineer provides valuable services to the customers by conducting actual field visit The ETiB Senior Field Service Engineer responsibilities comprise installation, repairing, maintenance of various equipments related to ETiB installations, and to ensure that they are functioning properly Thus, this professional helps in resolving the technical issues and in satisfying the customers needs in a timely manner The ETiB Senior Field Service Engineer will perform commissioning and maintenance site works related to EATON scope which includes delivery of EV chargers, Energy storage product, Energy management control system and technical support services, In addition, ETiB Senior field service engineer will coordinate with main installercontractors and internal organization the delivery of EATON scope on time, quality and budget, , , , , , , , , , , , , , , You can reach out for more information at this email address BertHeddeterEatoncom, , Candidate applying to the vacancy may be subject of the background screening, , We make what matters work Everywhere you lookfrom the technology and machinery that surrounds us, to the critical services and infrastructure that we depend on every dayyoull find one thing in common It all relies on power Thats why Eaton is dedicated to improving peoples lives and the environment with power management technologies that are more reliable, efficient, safe and sustainable Because this is what matters We are confident we can deliver on this promise because of the attributes that our employees embody Were ethical, passionate, accountable, efficient, transparent and were committed to learning These values enable us to tackle some of the toughest challenges on the planet, never losing sight of what matters",Full-time,https://www.linkedin.com/job-apply/2224796694?refId=2091d9b5-ec08-4e92-b390-fe52a41e90e6&trackingId=GdlbhXRh6bkgmLzwKP73WA%3D%3D&trk=public_jobs_apply-link-onsite,https://nl.linkedin.com/jobs/view/senior-field-service-engineer-evci-electric-vehicle-charging-infrastructure-at-eaton-2224796694?refId=2091d9b5-ec08-4e92-b390-fe52a41e90e6&trackingId=GdlbhXRh6bkgmLzwKP73WA%3D%3D&position=19&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
30,77,electrical engineer,LinkedIn,2319833060,Sr. Electrical Engineer - OTT HydroMet,p125MkUac4V3ROghfocJkQ==,Hach,"Delft, South Holland, Netherlands",['Environmental Services'],Engineering,"If you thrive in making a positive impact on the world in a highexpectations environment where challenging the status quo and driving continuous improvement is the way of life  then we are the company for you We are seeking a Sr Electrical Engineer to drive improvements in RD function Make a difference  join us and contribute to our important work helping protect lives and the environment, , OTT HydroMet is a global leader in hydrology and meteorology sensors, stations, and intelligent networks Our solutions provide valuable insights that help Water and Weather Experts protect lives, the environment and infrastructure We serve customers worldwide with Sales and Service coverage in more than 90 countries and production facilities in the United States, Germany and The Netherlands To achieve our ambitious goals, we hire diverse talent that shares our Core Value of The Best Team Wins We invest in the development of our associates and provide them with opportunities for career advancement to help realize their full potential Learn more about OTT HydroMet at wwwotthydrometcom, , OTT HydroMet is a whollyowned subsidiary of Danaher Corporation, a global science and technology innovator and 160 on the list of Fortune 500 companies, , , , The purpose of this position is to apply advanced knowledge of scientific and engineering principles, with little supervision or guidance, to the design, redesign, test, modeling and use of various products, subassemblies, complex systems, and product platforms Mentoring and guiding junior engineers is also expected, as is the leadership of crossfunctional teams, , , , , , , , , , , , , , , , , , Danaher Corporation and all Danaher Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law The EEO is the Law poster is available here",Full-time,https://www.linkedin.com/jobs/view/externalApply/2319833060?url=https%3A%2F%2Fjobs%2Edanaher%2Ecom%2Fglobal%2Fen%2Fjob%2FDANAGLOBALR1132577%2FSr-Electrical-Engineer-OTT-HydroMet%3Futm_source%3Dlinkedin%26utm_medium%3Dphenom-feeds&urlHash=5Nd0&refId=2bc1b4fe-4df6-4cdf-8ebd-36d10f2f5f65&trackingId=p125MkUac4V3ROghfocJkQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-ott-hydromet-at-hach-2319833060?refId=2bc1b4fe-4df6-4cdf-8ebd-36d10f2f5f65&trackingId=p125MkUac4V3ROghfocJkQ%3D%3D&position=2&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
31,93,electrical engineer,LinkedIn,2333502517,Electrical Design Engineer (Altium/ ISO26262) | Nieuw-Vennep | Trinamics,VyLZMxxS/9ICpXnnJCpqTQ==,Werkzoekennl,"NieuwVennep, North Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van Trinamics, locatie NieuwVennep, , As a Junior Embedded Design Engineer you will improve, develop and implements tests for the production environment You will have a focus on Hardware Firmware Design To make sure you make the right adjustment you will work closely in a team with several engineers, , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2333502517?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F7757_trinamics%2Fvacatures%2F4159293_electrical-design-engineer-altium-iso26262%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bnieuw-vennep&urlHash=HOV_&refId=2bc1b4fe-4df6-4cdf-8ebd-36d10f2f5f65&trackingId=VyLZMxxS%2F9ICpXnnJCpqTQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/electrical-design-engineer-altium-iso26262-nieuw-vennep-trinamics-at-werkzoeken-nl-2333502517?refId=2bc1b4fe-4df6-4cdf-8ebd-36d10f2f5f65&trackingId=VyLZMxxS%2F9ICpXnnJCpqTQ%3D%3D&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
32,119,electrical engineer,LinkedIn,2273770037,Sr. Electrical Engineer Maritime,NL3ou9dj+XPhvNk+HnwN7g==,Independent Engineering,"Vlissingen, Zeeland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Mechanical or Industrial Engineering', 'Consumer Goods']",Engineering,"Algemene omschrijving, , This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication , , During all projects, you will work in multidisciplinary teams In addition, you will work closely with international subcontractors, suppliers and clients, which requires you to have excellent communication skills, , , , , Gestelde eisen, , 3 to 5 year experience in the design and installation of complex Electrical systems Experience and knowledge of electrical installations, preferably in ships, offshore, , Informatie over Independent Engineering, , This company is a global market leader within the maritime industry and has multipule locations in The Netherlands You will be working in the Rotterdam region Next to this, you could be relocated to other European countries in order to participate in an on site project",Full-time,https://www.linkedin.com/jobs/view/externalApply/2273770037?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-6916100090245531832%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=GNvg&refId=5b876a63-ec30-493d-8c6f-769601786964&trackingId=NL3ou9dj%2BXPhvNk%2BHnwN7g%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-at-independent-engineering-2273770037?refId=5b876a63-ec30-493d-8c6f-769601786964&trackingId=NL3ou9dj%2BXPhvNk%2BHnwN7g%3D%3D&position=19&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
33,123,electrical engineer,LinkedIn,2280025641,Sr. Electrical Engineer Maritime,TT6oiFGhk7/m+6K1sgpCIQ==,Independent Engineering,"Vlissingen, Zeeland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Mechanical or Industrial Engineering', 'Consumer Goods']",Engineering,"Algemene omschrijving, , This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication , , During all projects, you will work in multidisciplinary teams In addition, you will work closely with international subcontractors, suppliers and clients, which requires you to have excellent communication skills, , , , , Gestelde eisen, , 3 to 5 year experience in the design and installation of complex Electrical systems Experience and knowledge of electrical installations, preferably in ships, offshore, , Informatie over Independent Engineering, , This company is a global market leader within the maritime industry and has multipule locations in The Netherlands You will be working in the Rotterdam region Next to this, you could be relocated to other European countries in order to participate in an on site project",Full-time,https://www.linkedin.com/jobs/view/externalApply/2280025641?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F4283050161737777575%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=ypdE&refId=5b876a63-ec30-493d-8c6f-769601786964&trackingId=TT6oiFGhk7%2Fm%2B6K1sgpCIQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-at-independent-engineering-2280025641?refId=5b876a63-ec30-493d-8c6f-769601786964&trackingId=TT6oiFGhk7%2Fm%2B6K1sgpCIQ%3D%3D&position=23&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
34,132,electrical engineer,LinkedIn,2333349375,Lead Electrical Engineer | Dordrecht | U-People BV,k48+yWi6/p8XN2hdzkZ++Q==,Werkzoekennl,"Dordrecht, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van UPeople BV, locatie Dordrecht, , Lead Electrical Engineer, , Do you have experience in the design of electrical power systems for Shipbuilding, Yacht Building or offshore and able to lead a group of experienced engineers Are you able to work yourself with AutoCAD, SEE Electrical or Eplan P8 Would you like to work for an innovative company in the marine  offshore industry If so, you just found your challenge, , , , As a Lead Electrical Engineer, you will lead a group developing basic and detailed electrical designs for offshore vessels You will work in the discipline Power Systems always cooperating with your colleagues and Project management This position is located in the area of Dordrecht, , , , Doing designs yourself and leading a group of power system engineers performing the following tasks, , , , , Furthermore, the following requirements should be met in order to be successful in these job positions, , For the Lead Engineer positions, we are looking for people who have experience or can lead  guide a group engineers, , , Dutch leading company with projects in Marine, Offshore and Industrial domain, , , , , Are you the Lead Electrical Engineers that we are looking for Apply directly for this job by sending your CV via the application button If you have any questions before your application please contact Joost Wenteler at 31 0629578908 you can send me a WhatsApp at all times or send an email via de button Solliciteer nu op deze pagina, , , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2333349375?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F5830_u-people-bv%2Fvacatures%2F4867091_lead-electrical-engineer%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bdordrecht&urlHash=rjIl&refId=3abbf482-c976-48ef-8ae3-46df3338bb14&trackingId=k48%2ByWi6%2Fp8XN2hdzkZ%2B%2BQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-dordrecht-u-people-bv-at-werkzoeken-nl-2333349375?refId=3abbf482-c976-48ef-8ae3-46df3338bb14&trackingId=k48%2ByWi6%2Fp8XN2hdzkZ%2B%2BQ%3D%3D&position=7&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
35,31,electrical engineer,LinkedIn,2318394883,Lead Electrical Engineer,oziSBMBQUoFalNfz8i6ksg==,Leap29,"Eindhoven, North Brabant, Netherlands",['Oil & Energy'],Engineering,"We are looking for a Lead Electrical Engineer for a global client operating across multiple sectors including oil  gas, pharmaceuticals, food  beverages and industrial works This role could offer the successful candidate a long term opportunity with unparalleled training and development opportunities within a collaborative and open work environment, , Job requirements, , Bachelor degree in Electrical engineering, , , , At least 2 years experience working as a lead electrical engineer, Team player with strong analytical skills, , , , Broad experience in electrical engineering, regarding topics such as medium voltage, low voltage, transformers, lighting, earthing and lightning protection and electrical heat tracing, , To help Leap29 find you that perfect job, we need to store and process your personal information, That means that your details will be entered into Leap29s database and our consultants may contact you from time to time with relevant job opportunities, By applying youre confirming youre happy for us to do that, , Oil and Gas",Contract,https://www.linkedin.com/jobs/view/externalApply/2318394883?url=https%3A%2F%2Fwww%2Eleap29%2Ecom%2Fjobs%2FAxkdB%2Flead-electrical-engineer-eindhoven-netherlands-netherlands-europe%3Futm_source%3Dlijw&urlHash=A6M8&refId=8a959d7e-6c1d-472e-9e65-4ca8cbbf5822&trackingId=oziSBMBQUoFalNfz8i6ksg%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-at-leap29-2318394883?refId=8a959d7e-6c1d-472e-9e65-4ca8cbbf5822&trackingId=oziSBMBQUoFalNfz8i6ksg%3D%3D&position=6&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-12-04,2020-12-07,No,No,0,0,0,0,0,0,en,,,,,,,,,
36,70,electrical engineer,LinkedIn,2334411310,Senior Engineer Electrical & Automation - Procestechniek.nl,5IOmXUiff4jyNyJ8DhR2lw==,procestechnieknl,"Zeeland, North Brabant, Netherlands","['Oil & Energy', 'Biotechnology', 'Pharmaceuticals']",Engineering,"Onze vacatures, , Functie omschrijving, , Tasks and responsibilities Contribute to the engineering process by developing the required deliverables, such as specification documents, functional descriptions, schematic drawings and testvalidation plans Perform the required technical calculations to prove the design Participate in design checks and reviews in order to guarantee the required quality Compose technicalfunctional specification documents Verify technical performance of vendors and subcontractors Perform cost analysis on received offers, in close cooperation with the Purchase department Ensure full compliance to all applicable requirements and specifications, imposed by Class and the customer Offer support for producing and submitting proposals to our customers Offer technical support or commissioning activities to projects under contract Manage vendors and subcontractors to get their timely contribution to the project Contribute to the further development of the EA Engineering department Develop and describe standards and working methods, , Functieprofiel, , Education Electrical Engineering or another relevant technical study at Master or Bachelor level Essential Minimum of five 5 year experience in the design and installation of complex Electrical  Automation systems Vast experience and broad knowledge of electrical installations and automation systems, preferably in ships, offshore or industrial installations Experienced in the design of high voltage Power Distribution systems Experienced in the functional development of Control  Monitoring systems Knowledge about EMC regulations and compliancy precautions Used to work on Classregulated products Experienced in Good Engineering Practices, including quality and budget awareness Experienced to work with and manage thirdparty vendors and subcontractors Experienced to work in complex project environments Cooperate effectively as a member of the Engineering project team Prepared to work on other locations than the regular office location, in the Netherlands or abroad Good command of English language written  verbal Preferably Dutch native speaker, , Bedrijfsprofiel, , Nouvall Engineering Services is gespecialiseerd in projectondersteuning voor de petrochemische Industrie Wij leveren hierin expertise op het gebied van Engineering, Project Management, Maintenance, Shutdowns, Construction en Safety For one of our client in the Flushings area, we are in search for a, , Senior Engineer Electrical  Automation for a longterm contract, , Wat wij je bieden",Full-time,https://www.linkedin.com/jobs/view/externalApply/2334411310?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Dc5ea494fe53e%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfaddcddbaadbaadf9ddcedd79ddcgadaaadbfddb3dedcacbfec3ddcg3e&urlHash=I6Wg&refId=439e2b34-d810-418d-8620-645c8819a9c7&trackingId=5IOmXUiff4jyNyJ8DhR2lw%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-engineer-electrical-automation-procestechniek-nl-at-procestechniek-nl-2334411310?refId=439e2b34-d810-418d-8620-645c8819a9c7&trackingId=5IOmXUiff4jyNyJ8DhR2lw%3D%3D&position=20&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-12-04,2020-12-07,No,Yes,0,0,0,0,0,0,en,,,,,,,,,
37,93,electrical engineer,LinkedIn,2335937132,Lead Electrical Engineer | Dordrecht | U-People BV,FxA2byWBadT7RCpC0btpxQ==,Werkzoekennl,"Dordrecht, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van UPeople BV, locatie Dordrecht, , Lead Electrical Engineer, , Do you have experience in the design of electrical power systems for Shipbuilding, Yacht Building or offshore and able to lead a group of experienced engineers Are you able to work yourself with AutoCAD, SEE Electrical or Eplan P8 Would you like to work for an innovative company in the marine  offshore industry If so, you just found your challenge, , , , As a Lead Electrical Engineer, you will lead a group developing basic and detailed electrical designs for offshore vessels You will work in the discipline Power Systems always cooperating with your colleagues and Project management This position is located in the area of Dordrecht, , , , Doing designs yourself and leading a group of power system engineers performing the following tasks, , , , , Furthermore, the following requirements should be met in order to be successful in these job positions, , For the Lead Engineer positions, we are looking for people who have experience or can lead  guide a group engineers, , , Dutch leading company with projects in Marine, Offshore and Industrial domain, , , , , Are you the Lead Electrical Engineers that we are looking for Apply directly for this job by sending your CV via the application button If you have any questions before your application please contact Joost Wenteler at 31 0629578908 you can send me a WhatsApp at all times or send an email via de button Solliciteer nu op deze pagina, , , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2335937132?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F5830_u-people-bv%2Fvacatures%2F4867091_lead-electrical-engineer%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bdordrecht&urlHash=rjIl&refId=51de7e03-220b-46aa-8fa9-98acab54ef71&trackingId=FxA2byWBadT7RCpC0btpxQ%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-dordrecht-u-people-bv-at-werkzoeken-nl-2335937132?refId=51de7e03-220b-46aa-8fa9-98acab54ef71&trackingId=FxA2byWBadT7RCpC0btpxQ%3D%3D&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-12-03,2020-12-07,No,No,0,0,0,0,0,0,en,,,,,,,,,
